crate	source_path	lines	status	baseline_url
temm1e-agent	crates/temm1e-agent/src/history_pruning.rs	1791	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/history_pruning.rs
temm1e-agent	crates/temm1e-agent/src/lambda_memory.rs	830	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/lambda_memory.rs
temm1e-agent	crates/temm1e-agent/src/learning.rs	912	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/learning.rs
temm1e-agent	crates/temm1e-agent/src/lib.rs	62	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/lib.rs
temm1e-agent	crates/temm1e-agent/src/llm_classifier.rs	585	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/llm_classifier.rs
temm1e-agent	crates/temm1e-agent/src/model_router.rs	3768	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/model_router.rs
temm1e-agent	crates/temm1e-agent/src/output_compression.rs	693	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/output_compression.rs
temm1e-agent	crates/temm1e-agent/src/proactive.rs	840	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/proactive.rs
temm1e-agent	crates/temm1e-agent/src/prompt_optimizer.rs	1090	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/prompt_optimizer.rs
temm1e-agent	crates/temm1e-agent/src/prompt_patches.rs	1183	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/prompt_patches.rs
temm1e-agent	crates/temm1e-agent/src/prompted_tool_calling.rs	483	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/prompted_tool_calling.rs
temm1e-agent	crates/temm1e-agent/src/recovery.rs	1066	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/recovery.rs
temm1e-agent	crates/temm1e-agent/src/runtime.rs	4058	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/runtime.rs
temm1e-agent	crates/temm1e-agent/src/self_audit.rs	235	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/self_audit.rs
temm1e-agent	crates/temm1e-agent/src/self_correction.rs	213	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/self_correction.rs
temm1e-agent	crates/temm1e-agent/src/spawn_swarm.rs	575	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/spawn_swarm.rs
temm1e-agent	crates/temm1e-agent/src/stagnation.rs	196	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/stagnation.rs
temm1e-agent	crates/temm1e-agent/src/startup.rs	495	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/startup.rs
temm1e-agent	crates/temm1e-agent/src/streaming.rs	1007	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/streaming.rs
temm1e-agent	crates/temm1e-agent/src/task_decomposition.rs	1335	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/task_decomposition.rs
temm1e-agent	crates/temm1e-agent/src/task_queue.rs	381	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/task_queue.rs
temm1e-agent	crates/temm1e-agent/src/watchdog.rs	454	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/watchdog.rs
temm1e-agent	crates/temm1e-agent/src/witness_init.rs	194	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-agent/src/witness_init.rs
temm1e-anima	crates/temm1e-anima/src/communication.rs	310	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-anima/src/communication.rs
temm1e-anima	crates/temm1e-anima/src/ethics.rs	73	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-anima/src/ethics.rs
temm1e-anima	crates/temm1e-anima/src/evaluator.rs	1101	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-anima/src/evaluator.rs
temm1e-anima	crates/temm1e-anima/src/facts.rs	338	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-anima/src/facts.rs
temm1e-anima	crates/temm1e-anima/src/lib.rs	13	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-anima/src/lib.rs
temm1e-anima	crates/temm1e-anima/src/personality.rs	251	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-anima/src/personality.rs
temm1e-anima	crates/temm1e-anima/src/storage.rs	678	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-anima/src/storage.rs
temm1e-anima	crates/temm1e-anima/src/types.rs	428	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-anima/src/types.rs
temm1e-anima	crates/temm1e-anima/src/user_model.rs	154	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-anima/src/user_model.rs
temm1e-automation	crates/temm1e-automation/src/duration.rs	71	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-automation/src/duration.rs
temm1e-automation	crates/temm1e-automation/src/heartbeat.rs	651	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-automation/src/heartbeat.rs
temm1e-automation	crates/temm1e-automation/src/lib.rs	9	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-automation/src/lib.rs
temm1e-automation	crates/temm1e-automation/src/system_notifier.rs	247	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-automation/src/system_notifier.rs
temm1e-cambium	crates/temm1e-cambium/src/budget.rs	234	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cambium/src/budget.rs
temm1e-cambium	crates/temm1e-cambium/src/deploy.rs	1118	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cambium/src/deploy.rs
temm1e-cambium	crates/temm1e-cambium/src/history.rs	398	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cambium/src/history.rs
temm1e-cambium	crates/temm1e-cambium/src/lib.rs	28	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cambium/src/lib.rs
temm1e-cambium	crates/temm1e-cambium/src/llm_generator.rs	342	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cambium/src/llm_generator.rs
temm1e-cambium	crates/temm1e-cambium/src/pipeline.rs	609	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cambium/src/pipeline.rs
temm1e-cambium	crates/temm1e-cambium/src/sandbox.rs	543	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cambium/src/sandbox.rs
temm1e-cambium	crates/temm1e-cambium/src/session.rs	579	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cambium/src/session.rs
temm1e-cambium	crates/temm1e-cambium/src/trust.rs	562	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cambium/src/trust.rs
temm1e-cambium	crates/temm1e-cambium/src/wish_detector.rs	269	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cambium/src/wish_detector.rs
temm1e-cambium	crates/temm1e-cambium/src/zone_checker.rs	356	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cambium/src/zone_checker.rs
temm1e-channels	crates/temm1e-channels/src/cli.rs	532	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-channels/src/cli.rs
temm1e-channels	crates/temm1e-channels/src/discord.rs	1248	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-channels/src/discord.rs
temm1e-channels	crates/temm1e-channels/src/file_transfer.rs	298	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-channels/src/file_transfer.rs
temm1e-channels	crates/temm1e-channels/src/lib.rs	162	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-channels/src/lib.rs
temm1e-channels	crates/temm1e-channels/src/slack.rs	1403	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-channels/src/slack.rs
temm1e-channels	crates/temm1e-channels/src/telegram.rs	1007	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-channels/src/telegram.rs
temm1e-channels	crates/temm1e-channels/src/whatsapp.rs	885	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-channels/src/whatsapp.rs
temm1e-channels	crates/temm1e-channels/src/whatsapp_common.rs	128	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-channels/src/whatsapp_common.rs
temm1e-channels	crates/temm1e-channels/src/whatsapp_web.rs	618	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-channels/src/whatsapp_web.rs
temm1e-codex-oauth	crates/temm1e-codex-oauth/src/callback_server.rs	183	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-codex-oauth/src/callback_server.rs
temm1e-codex-oauth	crates/temm1e-codex-oauth/src/lib.rs	382	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-codex-oauth/src/lib.rs
temm1e-codex-oauth	crates/temm1e-codex-oauth/src/pkce.rs	80	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-codex-oauth/src/pkce.rs
temm1e-codex-oauth	crates/temm1e-codex-oauth/src/responses_provider.rs	758	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-codex-oauth/src/responses_provider.rs
temm1e-codex-oauth	crates/temm1e-codex-oauth/src/token_store.rs	307	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-codex-oauth/src/token_store.rs
temm1e-core	crates/temm1e-core/src/config/credentials.rs	892	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/config/credentials.rs
temm1e-core	crates/temm1e-core/src/config/custom_models.rs	379	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/config/custom_models.rs
temm1e-core	crates/temm1e-core/src/config/env.rs	74	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/config/env.rs
temm1e-core	crates/temm1e-core/src/config/loader.rs	584	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/config/loader.rs
temm1e-core	crates/temm1e-core/src/config/mod.rs	7	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/config/mod.rs
temm1e-core	crates/temm1e-core/src/lib.rs	8	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/lib.rs
temm1e-core	crates/temm1e-core/src/orchestrator_impl.rs	938	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/orchestrator_impl.rs
temm1e-core	crates/temm1e-core/src/tenant_impl.rs	627	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/tenant_impl.rs
temm1e-core	crates/temm1e-core/src/traits/channel.rs	83	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/channel.rs
temm1e-core	crates/temm1e-core/src/traits/filestore.rs	44	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/filestore.rs
temm1e-core	crates/temm1e-core/src/traits/identity.rs	22	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/identity.rs
temm1e-core	crates/temm1e-core/src/traits/memory.rs	495	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/memory.rs
temm1e-core	crates/temm1e-core/src/traits/mod.rs	29	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/mod.rs
temm1e-core	crates/temm1e-core/src/traits/observable.rs	52	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/observable.rs
temm1e-core	crates/temm1e-core/src/traits/orchestrator.rs	34	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/orchestrator.rs
temm1e-core	crates/temm1e-core/src/traits/peripheral.rs	10	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/peripheral.rs
temm1e-core	crates/temm1e-core/src/traits/provider.rs	27	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/provider.rs
temm1e-core	crates/temm1e-core/src/traits/setup.rs	14	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/setup.rs
temm1e-core	crates/temm1e-core/src/traits/tenant.rs	24	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/tenant.rs
temm1e-core	crates/temm1e-core/src/traits/tool.rs	84	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/tool.rs
temm1e-core	crates/temm1e-core/src/traits/tunnel.rs	18	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/tunnel.rs
temm1e-core	crates/temm1e-core/src/traits/usage.rs	62	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/usage.rs
temm1e-core	crates/temm1e-core/src/traits/vault.rs	36	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/traits/vault.rs
temm1e-core	crates/temm1e-core/src/types/cambium.rs	344	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/types/cambium.rs
temm1e-core	crates/temm1e-core/src/types/config.rs	1865	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/types/config.rs
temm1e-core	crates/temm1e-core/src/types/error.rs	572	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/types/error.rs
temm1e-core	crates/temm1e-core/src/types/file.rs	36	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/types/file.rs
temm1e-core	crates/temm1e-core/src/types/message.rs	530	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/types/message.rs
temm1e-core	crates/temm1e-core/src/types/mod.rs	10	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/types/mod.rs
temm1e-core	crates/temm1e-core/src/types/model_registry.rs	736	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/types/model_registry.rs
temm1e-core	crates/temm1e-core/src/types/optimization.rs	152	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/types/optimization.rs
temm1e-core	crates/temm1e-core/src/types/rbac.rs	403	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/types/rbac.rs
temm1e-core	crates/temm1e-core/src/types/session.rs	29	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/types/session.rs
temm1e-core	crates/temm1e-core/src/types/system_event.rs	216	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-core/src/types/system_event.rs
temm1e-cores	crates/temm1e-cores/src/definition.rs	171	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cores/src/definition.rs
temm1e-cores	crates/temm1e-cores/src/invoke_tool.rs	430	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cores/src/invoke_tool.rs
temm1e-cores	crates/temm1e-cores/src/lib.rs	30	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cores/src/lib.rs
temm1e-cores	crates/temm1e-cores/src/registry.rs	236	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cores/src/registry.rs
temm1e-cores	crates/temm1e-cores/src/runtime.rs	476	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cores/src/runtime.rs
temm1e-cores	crates/temm1e-cores/src/types.rs	88	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-cores/src/types.rs
temm1e-distill	crates/temm1e-distill/src/backends/mlx.rs	242	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-distill/src/backends/mlx.rs
temm1e-distill	crates/temm1e-distill/src/backends/mod.rs	140	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-distill/src/backends/mod.rs
temm1e-distill	crates/temm1e-distill/src/backends/ollama.rs	298	Inventory; consult feature/findings for manual review depth	https://github.com/temm1e-labs/temm1e/blob/da503c09ca5c0f41c308c99e42d4736aa3611f8a/crates/temm1e-distill/src/backends/ollama.rs
